human_id,mouse_name,mouse_id,human_name
ENSG00000126705,Ahdc1,ENSMUSG00000037692,AHDC1
ENSG00000166896,Atp23,ENSMUSG00000025436,ATP23
ENSG00000107719,Pald1,ENSMUSG00000020092,PALD1
ENSG00000111348,Arhgdib,ENSMUSG00000030220,ARHGDIB
ENSG00000207472,Gm24707,ENSMUSG00000064746,RNU6-41P
ENSG00000252643,Gm22452,ENSMUSG00000084753,RNU6-1136P
ENSG00000221500,Snord100,ENSMUSG00000080486,SNORD100
ENSG00000239190,Gm22364,ENSMUSG00000065031,RNU6-717P
ENSG00000200895,Gm24190,ENSMUSG00000088601,RN7SKP245
ENSG00000199771,n-R5s64,ENSMUSG00000075973,RNA5SP426
ENSG00000199771,n-R5s82,ENSMUSG00000077401,RNA5SP426
ENSG00000202265,Gm23056,ENSMUSG00000064737,RNU6-596P
ENSG00000200719,Gm23806,ENSMUSG00000092898,RNA5SP260
ENSG00000222248,n-R5s79,ENSMUSG00000065005,RNA5SP201
ENSG00000221303,Gm23987,ENSMUSG00000080689,SNORA79
ENSG00000221303,Gm25848,ENSMUSG00000080440,SNORA79
ENSG00000252322,Gm25219,ENSMUSG00000088170,RN7SKP244
ENSG00000222312,n-R5s200,ENSMUSG00000077382,RNA5SP178
ENSG00000199631,Snord33,ENSMUSG00000065628,SNORD33
ENSG00000206709,Gm22443,ENSMUSG00000064824,RNU6-1080P
ENSG00000276225,Gm27350,ENSMUSG00000098466,RF02145
ENSG00000251761,Gm23210,ENSMUSG00000089293,RNU6-138P
ENSG00000251761,Gm22381,ENSMUSG00000088811,RNU6-138P
ENSG00000207336,Gm22654,ENSMUSG00000088499,RNU6-658P
ENSG00000206629,Gm23737,ENSMUSG00000064481,RNU1-63P
ENSG00000201598,Gm22883,ENSMUSG00000088001,RNU6-219P
ENSG00000201179,Gm22814,ENSMUSG00000088077,RNU6-1322P
ENSG00000200645,Gm23056,ENSMUSG00000064737,RNU6-1210P
ENSG00000207093,Snord116l8,ENSMUSG00000095458,SNORD116-8
ENSG00000207093,Gm22128,ENSMUSG00000095100,SNORD116-8
ENSG00000207093,Gm25157,ENSMUSG00000094060,SNORD116-8
ENSG00000207093,Gm26032,ENSMUSG00000095155,SNORD116-8
ENSG00000207093,Gm25816,ENSMUSG00000096148,SNORD116-8
ENSG00000207093,Gm25210,ENSMUSG00000096302,SNORD116-8
ENSG00000207093,Gm23862,ENSMUSG00000093929,SNORD116-8
ENSG00000207093,Snord116l3,ENSMUSG00000094599,SNORD116-8
ENSG00000207093,Snord116l12,ENSMUSG00000094274,SNORD116-8
ENSG00000207093,Gm23767,ENSMUSG00000095734,SNORD116-8
ENSG00000207093,Gm26504,ENSMUSG00000096019,SNORD116-8
ENSG00000207093,Snord116l7,ENSMUSG00000096313,SNORD116-8
ENSG00000207093,Gm24760,ENSMUSG00000094923,SNORD116-8
ENSG00000207093,Gm23446,ENSMUSG00000094218,SNORD116-8
ENSG00000207093,Snord116l16,ENSMUSG00000095374,SNORD116-8
ENSG00000207093,Gm24618,ENSMUSG00000095542,SNORD116-8
ENSG00000207093,Gm22584,ENSMUSG00000096231,SNORD116-8
ENSG00000207093,Snord116l1,ENSMUSG00000096475,SNORD116-8
ENSG00000207093,Gm25474,ENSMUSG00000094831,SNORD116-8
ENSG00000207093,Gm24609,ENSMUSG00000094236,SNORD116-8
ENSG00000207093,Gm22046,ENSMUSG00000094994,SNORD116-8
ENSG00000207093,Gm22812,ENSMUSG00000096462,SNORD116-8
ENSG00000207093,Gm22863,ENSMUSG00000096660,SNORD116-8
ENSG00000207093,Snord116l14,ENSMUSG00000094389,SNORD116-8
ENSG00000207093,Snord116l17,ENSMUSG00000093974,SNORD116-8
ENSG00000207093,Gm26502,ENSMUSG00000096017,SNORD116-8
ENSG00000207093,Gm22941,ENSMUSG00000095639,SNORD116-8
ENSG00000207093,Gm24153,ENSMUSG00000096159,SNORD116-8
ENSG00000207093,Gm22258,ENSMUSG00000096868,SNORD116-8
ENSG00000207093,Snord116l9,ENSMUSG00000096634,SNORD116-8
ENSG00000207093,Gm26332,ENSMUSG00000096095,SNORD116-8
ENSG00000207093,Snord116l6,ENSMUSG00000096190,SNORD116-8
ENSG00000207093,Snord116l4,ENSMUSG00000093971,SNORD116-8
ENSG00000207093,Gm23619,ENSMUSG00000093802,SNORD116-8
ENSG00000207093,Gm25597,ENSMUSG00000096845,SNORD116-8
ENSG00000207093,Gm22851,ENSMUSG00000095045,SNORD116-8
ENSG00000207093,Gm22047,ENSMUSG00000094997,SNORD116-8
ENSG00000207093,Snord116l2,ENSMUSG00000096759,SNORD116-8
ENSG00000207093,Gm23265,ENSMUSG00000094150,SNORD116-8
ENSG00000207093,Gm22631,ENSMUSG00000093869,SNORD116-8
ENSG00000207093,Gm23089,ENSMUSG00000096502,SNORD116-8
ENSG00000207093,Snord116l5,ENSMUSG00000094039,SNORD116-8
ENSG00000207093,Gm23953,ENSMUSG00000095389,SNORD116-8
ENSG00000207093,Snord116l10,ENSMUSG00000094642,SNORD116-8
ENSG00000207093,Gm22776,ENSMUSG00000094109,SNORD116-8
ENSG00000207093,Gm22131,ENSMUSG00000096431,SNORD116-8
ENSG00000207093,Gm22285,ENSMUSG00000094890,SNORD116-8
ENSG00000207093,Gm24518,ENSMUSG00000096677,SNORD116-8
ENSG00000207093,Gm25074,ENSMUSG00000095479,SNORD116-8
ENSG00000207093,Gm25471,ENSMUSG00000094837,SNORD116-8
ENSG00000207093,Gm26433,ENSMUSG00000094287,SNORD116-8
ENSG00000207093,Gm26270,ENSMUSG00000096110,SNORD116-8
ENSG00000207093,Snord116l15,ENSMUSG00000094987,SNORD116-8
ENSG00000207093,Gm25155,ENSMUSG00000094069,SNORD116-8
ENSG00000207093,Gm24264,ENSMUSG00000096248,SNORD116-8
ENSG00000207093,Gm23047,ENSMUSG00000096305,SNORD116-8
ENSG00000207093,Gm23141,ENSMUSG00000094407,SNORD116-8
ENSG00000207093,Gm22417,ENSMUSG00000094960,SNORD116-8
ENSG00000207093,Gm26365,ENSMUSG00000094581,SNORD116-8
ENSG00000207093,Gm26201,ENSMUSG00000096604,SNORD116-8
ENSG00000207093,Snord116l11,ENSMUSG00000095691,SNORD116-8
ENSG00000207093,Snord116l13,ENSMUSG00000094573,SNORD116-8
ENSG00000207093,Gm24711,ENSMUSG00000096082,SNORD116-8
ENSG00000207093,Gm25350,ENSMUSG00000096070,SNORD116-8
ENSG00000207093,Gm26097,ENSMUSG00000095349,SNORD116-8
ENSG00000207093,Gm26246,ENSMUSG00000095618,SNORD116-8
ENSG00000207093,Gm25615,ENSMUSG00000095641,SNORD116-8
ENSG00000207093,Gm26188,ENSMUSG00000095060,SNORD116-8
ENSG00000207093,Gm25944,ENSMUSG00000096057,SNORD116-8
ENSG00000207093,Gm23313,ENSMUSG00000096865,SNORD116-8
ENSG00000252758,Gm24596,ENSMUSG00000084453,RNU6-445P
ENSG00000199843,n-R5s169,ENSMUSG00000065044,RNA5SP358
ENSG00000201574,Gm26170,ENSMUSG00000089044,RNU1-93P
ENSG00000201955,Rny3,ENSMUSG00000064945,RNY3P1
ENSG00000252824,Gm22554,ENSMUSG00000088423,RF00554
ENSG00000252824,Gm23278,ENSMUSG00000088536,RF00554
ENSG00000252824,Gm24262,ENSMUSG00000088056,RF00554
ENSG00000252824,Gm24963,ENSMUSG00000088541,RF00554
ENSG00000252824,Gm22988,ENSMUSG00000084708,RF00554
ENSG00000252824,Gm25383,ENSMUSG00000088435,RF00554
ENSG00000252824,Gm24475,ENSMUSG00000088060,RF00554
ENSG00000252824,Gm25113,ENSMUSG00000087810,RF00554
ENSG00000252824,Gm24130,ENSMUSG00000089161,RF00554
ENSG00000252824,Gm24780,ENSMUSG00000088260,RF00554
ENSG00000252824,Gm25117,ENSMUSG00000087819,RF00554
ENSG00000252824,Gm23339,ENSMUSG00000089587,RF00554
ENSG00000252824,Gm23168,ENSMUSG00000087781,RF00554
ENSG00000252824,Gm25771,ENSMUSG00000089190,RF00554
ENSG00000252824,Gm22315,ENSMUSG00000088635,RF00554
ENSG00000252824,Gm22210,ENSMUSG00000088726,RF00554
ENSG00000252824,Gm24727,ENSMUSG00000088856,RF00554
ENSG00000252824,Gm23993,ENSMUSG00000088103,RF00554
ENSG00000252824,Gm23598,ENSMUSG00000087887,RF00554
ENSG00000252824,Gm23716,ENSMUSG00000087973,RF00554
ENSG00000252824,Gm26036,ENSMUSG00000088774,RF00554
ENSG00000252824,Gm25291,ENSMUSG00000084744,RF00554
ENSG00000252824,Gm23343,ENSMUSG00000089589,RF00554
ENSG00000252824,Gm22890,ENSMUSG00000089267,RF00554
ENSG00000252824,Gm23546,ENSMUSG00000088836,RF00554
ENSG00000252824,Gm24288,ENSMUSG00000088255,RF00554
ENSG00000252824,Gm24879,ENSMUSG00000089011,RF00554
ENSG00000252824,Gm24782,ENSMUSG00000088266,RF00554
ENSG00000252824,Gm25569,ENSMUSG00000087800,RF00554
ENSG00000252824,Gm23123,ENSMUSG00000088273,RF00554
ENSG00000272055,Gm22092,ENSMUSG00000095805,RNU6-6P
ENSG00000272055,Gm24693,ENSMUSG00000065819,RNU6-6P
ENSG00000272055,Gm25256,ENSMUSG00000094977,RNU6-6P
ENSG00000272055,Gm23924,ENSMUSG00000064408,RNU6-6P
ENSG00000272055,Gm25405,ENSMUSG00000064907,RNU6-6P
ENSG00000272055,Gm22682,ENSMUSG00000065788,RNU6-6P
ENSG00000272055,Gm25709,ENSMUSG00000096357,RNU6-6P
ENSG00000272055,Gm24978,ENSMUSG00000096423,RNU6-6P
ENSG00000272055,Gm22505,ENSMUSG00000064890,RNU6-6P
ENSG00000272055,Gm25737,ENSMUSG00000095489,RNU6-6P
ENSG00000272055,Gm24753,ENSMUSG00000095245,RNU6-6P
ENSG00000272055,Gm22363,ENSMUSG00000065034,RNU6-6P
ENSG00000222139,Gm26206,ENSMUSG00000064842,RNU6-380P
ENSG00000252404,Gm25434,ENSMUSG00000088903,RF00424
ENSG00000252716,Gm22726,ENSMUSG00000088714,RN7SKP260
ENSG00000252119,Snora78,ENSMUSG00000089255,RF01225
ENSG00000199293,Snora21,ENSMUSG00000064901,SNORA21
ENSG00000208772,Gm22486,ENSMUSG00000080465,SNORD94
ENSG00000201533,Gm23789,ENSMUSG00000084485,RN7SKP237
ENSG00000222177,Gm23459,ENSMUSG00000065193,RNU4-30P
ENSG00000202491,Gm27944,ENSMUSG00000099205,RNU6-716P
ENSG00000202491,Gm26017,ENSMUSG00000077597,RNU6-716P
ENSG00000251698,Gm25551,ENSMUSG00000088707,RNA5SP445
ENSG00000274819,Gm27588,ENSMUSG00000098664,RF01968
ENSG00000252444,Gm25493,ENSMUSG00000088000,RNU6-344P
ENSG00000207518,Gm26054,ENSMUSG00000064971,RNU6-59P
ENSG00000252890,Gm24207,ENSMUSG00000064715,RNU6-699P
ENSG00000200831,Gm22879,ENSMUSG00000064829,SNORD36B
ENSG00000206903,Gm24172,ENSMUSG00000077315,SNORA24B
ENSG00000199585,n-R5s89,ENSMUSG00000065466,RNA5SP119
ENSG00000199299,n-R5s153,ENSMUSG00000065385,RNA5SP430
ENSG00000212395,Gm22478,ENSMUSG00000084519,RF00272
ENSG00000157837,Sppl3,ENSMUSG00000029550,SPPL3
ENSG00000068885,Ift80,ENSMUSG00000027778,IFT80
ENSG00000136010,Aldh1l2,ENSMUSG00000020256,ALDH1L2
ENSG00000151500,Thyn1,ENSMUSG00000035443,THYN1
ENSG00000169062,Upf3a,ENSMUSG00000038398,UPF3A
ENSG00000117528,Abcd3,ENSMUSG00000028127,ABCD3
ENSG00000160049,Dffa,ENSMUSG00000028974,DFFA
ENSG00000142655,Pex14,ENSMUSG00000028975,PEX14
ENSG00000160710,Adar,ENSMUSG00000027951,ADAR
ENSG00000235631,Rnf148,ENSMUSG00000078179,RNF148
ENSG00000117500,Tmed5,ENSMUSG00000063406,TMED5
ENSG00000176834,Vsig10,ENSMUSG00000066894,VSIG10
ENSG00000104679,R3hcc1,ENSMUSG00000034194,R3HCC1
ENSG00000109674,Neil3,ENSMUSG00000039396,NEIL3
ENSG00000119888,Epcam,ENSMUSG00000045394,EPCAM
ENSG00000119121,Trpm6,ENSMUSG00000024727,TRPM6
ENSG00000119616,Fcf1,ENSMUSG00000021243,FCF1
ENSG00000054611,Tbc1d22a,ENSMUSG00000051864,TBC1D22A
ENSG00000140265,Zscan29,ENSMUSG00000050619,ZSCAN29
ENSG00000100557,1700011H14Rik,ENSMUSG00000021850,CCDC198
ENSG00000233136,Usp17lc,ENSMUSG00000058976,USP17L11
ENSG00000233136,Usp17ld,ENSMUSG00000057321,USP17L11
ENSG00000233136,Usp17lb,ENSMUSG00000062369,USP17L11
ENSG00000233136,Usp17la,ENSMUSG00000054568,USP17L11
ENSG00000233136,Usp17le,ENSMUSG00000043073,USP17L11
ENSG00000142731,Plk4,ENSMUSG00000025758,PLK4
ENSG00000151729,Slc25a4,ENSMUSG00000031633,SLC25A4
ENSG00000143543,Jtb,ENSMUSG00000027937,JTB
ENSG00000172456,Fggy,ENSMUSG00000028573,FGGY
ENSG00000117971,Chrnb4,ENSMUSG00000035200,CHRNB4
ENSG00000143546,S100a8,ENSMUSG00000056054,S100A8
ENSG00000139329,Lum,ENSMUSG00000036446,LUM
ENSG00000235942,Lce6a,ENSMUSG00000086848,LCE6A
ENSG00000143520,Flg2,ENSMUSG00000049133,FLG2
ENSG00000182898,Tchhl1,ENSMUSG00000027908,TCHHL1
ENSG00000159450,Tchh,ENSMUSG00000052415,TCHH
ENSG00000131238,Ppt1,ENSMUSG00000028657,PPT1
ENSG00000183508,Fam46c,ENSMUSG00000044468,FAM46C
ENSG00000186094,Agbl4,ENSMUSG00000061298,AGBL4
ENSG00000175356,Scube2,ENSMUSG00000007279,SCUBE2
ENSG00000211891,Ighe,ENSMUSG00000087642,IGHE
ENSG00000109471,Il2,ENSMUSG00000027720,IL2
ENSG00000177551,Nhlh2,ENSMUSG00000048540,NHLH2
ENSG00000138722,Mmrn1,ENSMUSG00000054641,MMRN1
ENSG00000118729,Casq2,ENSMUSG00000027861,CASQ2
ENSG00000144820,Adgrg7,ENSMUSG00000022755,ADGRG7
ENSG00000255794,RF01962,ENSMUSG00000112117,RMST
ENSG00000091732,Zc3hc1,ENSMUSG00000039130,ZC3HC1
ENSG00000172375,C2cd2l,ENSMUSG00000032120,C2CD2L
ENSG00000175348,Tmem9b,ENSMUSG00000031021,TMEM9B
ENSG00000101019,Uqcc1,ENSMUSG00000005882,UQCC1
ENSG00000077616,Naalad2,ENSMUSG00000043943,NAALAD2
ENSG00000100342,Apol7a,ENSMUSG00000010601,APOL1
ENSG00000100342,Apol11b,ENSMUSG00000091694,APOL1
ENSG00000100342,Apol11a,ENSMUSG00000091650,APOL1
ENSG00000100342,Apol8,ENSMUSG00000056656,APOL1
ENSG00000100342,Apol7c,ENSMUSG00000044309,APOL1
ENSG00000100342,Apol9b,ENSMUSG00000068246,APOL1
ENSG00000100342,Apol10a,ENSMUSG00000050982,APOL1
ENSG00000100342,Apol7b,ENSMUSG00000068252,APOL1
ENSG00000100342,Apol10b,ENSMUSG00000050014,APOL1
ENSG00000100342,Apol9a,ENSMUSG00000057346,APOL1
ENSG00000100342,Apol7e,ENSMUSG00000071716,APOL1
ENSG00000186297,Gabra5,ENSMUSG00000055078,GABRA5
ENSG00000083937,Chmp2b,ENSMUSG00000004843,CHMP2B
ENSG00000163156,Scnm1,ENSMUSG00000092607,SCNM1
ENSG00000117395,Ebna1bp2,ENSMUSG00000028729,EBNA1BP2
ENSG00000173335,9230104L09Rik,ENSMUSG00000027446,CST9
ENSG00000173335,Cst9,ENSMUSG00000027445,CST9
ENSG00000106459,Nrf1,ENSMUSG00000058440,NRF1
ENSG00000144290,Slc4a10,ENSMUSG00000026904,SLC4A10
ENSG00000150938,Crim1,ENSMUSG00000024074,CRIM1
ENSG00000161036,Lrwd1,ENSMUSG00000029703,LRWD1
ENSG00000170293,Cmtm8,ENSMUSG00000041012,CMTM8
ENSG00000159322,Adpgk,ENSMUSG00000025236,ADPGK
ENSG00000123307,Neurod4,ENSMUSG00000048015,NEUROD4
ENSG00000183760,Acp7,ENSMUSG00000037469,ACP7
ENSG00000182809,Crip2,ENSMUSG00000006356,CRIP2
ENSG00000162377,Coa7,ENSMUSG00000048351,COA7
ENSG00000127314,Rap1b,ENSMUSG00000052681,RAP1B
ENSG00000120262,Ccdc170,ENSMUSG00000019767,CCDC170
ENSG00000149243,Klhl35,ENSMUSG00000035298,KLHL35
ENSG00000061936,Sfswap,ENSMUSG00000029439,SFSWAP
ENSG00000143105,Kcna10,ENSMUSG00000042861,KCNA10
ENSG00000154997,Sept14,ENSMUSG00000034219,SEPT14
ENSG00000149506,Zp1,ENSMUSG00000024734,ZP1
ENSG00000125843,Ap5s1,ENSMUSG00000068264,AP5S1
ENSG00000239672,Nme1,ENSMUSG00000037601,NME1
ENSG00000125629,Insig2,ENSMUSG00000003721,INSIG2
ENSG00000154548,Srsf12,ENSMUSG00000054679,SRSF12
ENSG00000230561,1700011I03Rik,ENSMUSG00000058925,CCDC192
ENSG00000077254,Usp33,ENSMUSG00000025437,USP33
ENSG00000132661,Nxt1,ENSMUSG00000036992,NXT1
ENSG00000134717,Gm20075,ENSMUSG00000114133,BTF3L4
ENSG00000137944,Kyat3,ENSMUSG00000040213,KYAT3
ENSG00000105048,Tnnt1,ENSMUSG00000064179,TNNT1
ENSG00000205279,Ctxn3,ENSMUSG00000069372,CTXN3
ENSG00000008118,Camk1g,ENSMUSG00000016179,CAMK1G
ENSG00000162843,Wdr64,ENSMUSG00000026523,WDR64
ENSG00000140519,Rhcg,ENSMUSG00000030549,RHCG
ENSG00000150977,Rilpl2,ENSMUSG00000029401,RILPL2
ENSG00000113196,Hand1,ENSMUSG00000037335,HAND1
ENSG00000111058,Acss3,ENSMUSG00000035948,ACSS3
ENSG00000176302,Foxr1,ENSMUSG00000074397,FOXR1
ENSG00000163884,Klf15,ENSMUSG00000030087,KLF15
ENSG00000125107,Cnot1,ENSMUSG00000036550,CNOT1
ENSG00000239857,Get4,ENSMUSG00000025858,GET4
ENSG00000177606,Jun,ENSMUSG00000052684,JUN
ENSG00000085982,Usp40,ENSMUSG00000005501,USP40
ENSG00000162836,Acp6,ENSMUSG00000028093,ACP6
ENSG00000051825,Mphosph9,ENSMUSG00000038126,MPHOSPH9
ENSG00000106341,Ppp1r17,ENSMUSG00000002930,PPP1R17
ENSG00000114933,Ino80d,ENSMUSG00000040865,INO80D
ENSG00000261236,Bop1,ENSMUSG00000022557,BOP1
ENSG00000157168,Nrg1,ENSMUSG00000062991,NRG1
ENSG00000170873,Mtss1,ENSMUSG00000022353,MTSS1
ENSG00000106511,Meox2,ENSMUSG00000036144,MEOX2
ENSG00000162650,Atxn7l2,ENSMUSG00000048997,ATXN7L2
ENSG00000123485,Hjurp,ENSMUSG00000044783,HJURP
ENSG00000248746,Actn3,ENSMUSG00000006457,ACTN3
ENSG00000128591,Flnc,ENSMUSG00000068699,FLNC
ENSG00000167792,Ndufv1,ENSMUSG00000037916,NDUFV1
ENSG00000029725,Rabep1,ENSMUSG00000020817,RABEP1
ENSG00000122025,Flt3,ENSMUSG00000042817,FLT3
ENSG00000173157,Adamts20,ENSMUSG00000022449,ADAMTS20
ENSG00000185808,Pigp,ENSMUSG00000022940,PIGP
ENSG00000150527,Mia2,ENSMUSG00000021000,CTAGE5
ENSG00000157045,Ntan1,ENSMUSG00000022681,NTAN1
ENSG00000141503,Mink1,ENSMUSG00000020827,MINK1
ENSG00000049759,Nedd4l,ENSMUSG00000024589,NEDD4L
ENSG00000188869,Tmc3,ENSMUSG00000038540,TMC3
ENSG00000176058,Tprn,ENSMUSG00000048707,TPRN
ENSG00000187713,Tmem203,ENSMUSG00000078201,TMEM203
ENSG00000128815,Wdfy4,ENSMUSG00000051506,WDFY4
ENSG00000172421,Gm11639,ENSMUSG00000040838,EFCAB3
ENSG00000172421,Efcab3,ENSMUSG00000020690,EFCAB3
ENSG00000144681,Stac,ENSMUSG00000032502,STAC
ENSG00000237038,Usp17lc,ENSMUSG00000058976,USP17L8
ENSG00000237038,Usp17ld,ENSMUSG00000057321,USP17L8
ENSG00000237038,Usp17lb,ENSMUSG00000062369,USP17L8
ENSG00000237038,Usp17la,ENSMUSG00000054568,USP17L8
ENSG00000237038,Usp17le,ENSMUSG00000043073,USP17L8
ENSG00000115649,Cnppd1,ENSMUSG00000033159,CNPPD1
ENSG00000107669,Ate1,ENSMUSG00000030850,ATE1
ENSG00000131469,Rpl27,ENSMUSG00000063316,RPL27
ENSG00000166529,Zscan21,ENSMUSG00000037017,ZSCAN21
ENSG00000123353,Ormdl2,ENSMUSG00000025353,ORMDL2
ENSG00000177548,Rabep2,ENSMUSG00000030727,RABEP2
ENSG00000143633,2810004N23Rik,ENSMUSG00000031984,C1orf131
ENSG00000274752,Trbv16,ENSMUSG00000076473,TRBV12-3
ENSG00000165055,Mettl2,ENSMUSG00000020691,METTL2B
ENSG00000146555,Sdk1,ENSMUSG00000039683,SDK1
ENSG00000198690,Fan1,ENSMUSG00000033458,FAN1
ENSG00000173757,Stat5b,ENSMUSG00000020919,STAT5B
ENSG00000196776,Cd47,ENSMUSG00000055447,CD47
ENSG00000135250,Srpk2,ENSMUSG00000062604,SRPK2
ENSG00000276597,Trbv14,ENSMUSG00000076471,TRBV11-3
ENSG00000276405,Trbv12-2,ENSMUSG00000094525,TRBV13
ENSG00000276405,Trbv12-1,ENSMUSG00000095574,TRBV13
ENSG00000275791,Trbv13-3,ENSMUSG00000076470,TRBV10-3
ENSG00000275791,Trbv13-2,ENSMUSG00000076469,TRBV10-3
ENSG00000275791,Trbv13-1,ENSMUSG00000076467,TRBV10-3
ENSG00000170180,Gypa,ENSMUSG00000051839,GYPA
ENSG00000154803,Flcn,ENSMUSG00000032633,FLCN
ENSG00000116906,Gnpat,ENSMUSG00000031985,GNPAT
ENSG00000123342,Mmp19,ENSMUSG00000025355,MMP19
ENSG00000168495,Polr3d,ENSMUSG00000000776,POLR3D
ENSG00000131773,Khdrbs3,ENSMUSG00000022332,KHDRBS3
ENSG00000138757,G3bp2,ENSMUSG00000029405,G3BP2
ENSG00000166912,Mtmr10,ENSMUSG00000030522,MTMR10
ENSG00000183145,Ripply3,ENSMUSG00000022941,RIPPLY3
ENSG00000182196,Arl6ip4,ENSMUSG00000029404,ARL6IP4
ENSG00000119283,Trim67,ENSMUSG00000036913,TRIM67
ENSG00000118689,Foxo3,ENSMUSG00000048756,FOXO3
ENSG00000257390,Dnajc14,ENSMUSG00000025354,AC023055.1
ENSG00000135414,Gdf11,ENSMUSG00000025352,GDF11
ENSG00000105507,Cabp5,ENSMUSG00000005649,CABP5
ENSG00000213563,C030006K11Rik,ENSMUSG00000116138,C8orf82
ENSG00000174950,Cd164l2,ENSMUSG00000028865,CD164L2
ENSG00000254402,Lrrc24,ENSMUSG00000033707,LRRC24
ENSG00000049089,Col9a2,ENSMUSG00000028626,COL9A2
ENSG00000115091,Actr3,ENSMUSG00000026341,ACTR3
ENSG00000158615,Ppp1r15b,ENSMUSG00000046062,PPP1R15B
ENSG00000013374,Nub1,ENSMUSG00000028954,NUB1
ENSG00000102221,Jade3,ENSMUSG00000037315,JADE3
ENSG00000171236,Lrg1,ENSMUSG00000037095,LRG1
ENSG00000134897,Bivm,ENSMUSG00000041684,BIVM
ENSG00000276231,Pik3r6,ENSMUSG00000046207,PIK3R6
ENSG00000135537,Afg1l,ENSMUSG00000038302,AFG1L
ENSG00000185156,Mfsd6l,ENSMUSG00000048329,MFSD6L
ENSG00000104884,Ercc2,ENSMUSG00000030400,ERCC2
ENSG00000161610,Hcrt,ENSMUSG00000045471,HCRT
ENSG00000008952,Sec62,ENSMUSG00000027706,SEC62
ENSG00000165060,Fxn,ENSMUSG00000059363,FXN
ENSG00000179364,Pacs2,ENSMUSG00000021143,PACS2
ENSG00000139726,Denr,ENSMUSG00000023106,DENR
ENSG00000151287,Tex30,ENSMUSG00000026049,TEX30
ENSG00000138771,Shroom3,ENSMUSG00000029381,SHROOM3
ENSG00000070495,Jmjd6,ENSMUSG00000056962,JMJD6
ENSG00000033122,Lrrc7,ENSMUSG00000028176,LRRC7
ENSG00000134851,Tmem165,ENSMUSG00000029234,TMEM165
ENSG00000135241,Pnpla8,ENSMUSG00000036257,PNPLA8
ENSG00000161016,Rpl8,ENSMUSG00000003970,RPL8
ENSG00000128590,Dnajb9,ENSMUSG00000014905,DNAJB9
ENSG00000169085,3110035E14Rik,ENSMUSG00000067879,C8orf46
ENSG00000166173,Larp6,ENSMUSG00000034839,LARP6
ENSG00000132000,Podnl1,ENSMUSG00000012889,PODNL1
ENSG00000070193,Fgf10,ENSMUSG00000021732,FGF10
ENSG00000158816,Vwa5b1,ENSMUSG00000028753,VWA5B1
ENSG00000135047,BC051665,ENSMUSG00000042243,CTSL
ENSG00000135047,Ctsr,ENSMUSG00000055679,CTSL
ENSG00000135047,Cts8,ENSMUSG00000057446,CTSL
ENSG00000135047,Cts3,ENSMUSG00000074870,CTSL
ENSG00000135047,Ctsll3,ENSMUSG00000056728,CTSL
ENSG00000135047,Ctsq,ENSMUSG00000021439,CTSL
ENSG00000135047,4930486L24Rik,ENSMUSG00000050345,CTSL
ENSG00000135047,Cts7,ENSMUSG00000021440,CTSL
ENSG00000135047,Cts6,ENSMUSG00000021441,CTSL
ENSG00000135047,Ctsm,ENSMUSG00000074871,CTSL
ENSG00000135047,Ctsj,ENSMUSG00000055298,CTSL
ENSG00000135047,CT030254.2,ENSMUSG00000114904,CTSL
ENSG00000196151,Wdsub1,ENSMUSG00000026988,WDSUB1
ENSG00000065427,Kars,ENSMUSG00000031948,KARS
ENSG00000183255,Pttg1ip,ENSMUSG00000009291,PTTG1IP
ENSG00000179532,Dnhd1,ENSMUSG00000030882,DNHD1
ENSG00000234127,Trim26,ENSMUSG00000024457,TRIM26
ENSG00000213588,Zbtb9,ENSMUSG00000079605,ZBTB9
ENSG00000176907,Tcim,ENSMUSG00000056313,TCIM
ENSG00000248235,9930012K11Rik,ENSMUSG00000044551,AC037459.1
ENSG00000181072,Chrm2,ENSMUSG00000045613,CHRM2
ENSG00000162714,Zkscan17,ENSMUSG00000020472,ZNF496
ENSG00000092051,Jph4,ENSMUSG00000022208,JPH4
ENSG00000167971,Caskin1,ENSMUSG00000033597,CASKIN1
ENSG00000198934,Magee1,ENSMUSG00000031227,MAGEE1
ENSG00000143156,Nme7,ENSMUSG00000026575,NME7
ENSG00000156675,Rab11fip1,ENSMUSG00000031488,RAB11FIP1
ENSG00000196730,Dapk1,ENSMUSG00000021559,DAPK1
ENSG00000114767,Rrp9,ENSMUSG00000041506,RRP9
ENSG00000135702,Chst5,ENSMUSG00000031952,CHST5
ENSG00000135226,Ugt2b38,ENSMUSG00000061906,UGT2B28
ENSG00000135226,Ugt2b1,ENSMUSG00000035836,UGT2B28
ENSG00000135226,Ugt2b34,ENSMUSG00000029260,UGT2B28
ENSG00000135226,Ugt2b36,ENSMUSG00000070704,UGT2B28
ENSG00000135226,Ugt2b37,ENSMUSG00000057425,UGT2B28
ENSG00000135226,Ugt2b35,ENSMUSG00000035811,UGT2B28
ENSG00000135226,Ugt2b5,ENSMUSG00000054630,UGT2B28
ENSG00000131203,Ido1,ENSMUSG00000031551,IDO1
ENSG00000163041,H3f3a,ENSMUSG00000060743,H3F3A
ENSG00000183336,Bola2,ENSMUSG00000047721,BOLA2
ENSG00000175785,Prima1,ENSMUSG00000041669,PRIMA1
ENSG00000181625,Slx1b,ENSMUSG00000059772,SLX1B
ENSG00000100060,Mfng,ENSMUSG00000018169,MFNG
